,Unnamed: 0,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_x,traveltime_x,studytime_x,failures_x,schoolsup_x,famsup_x,paid_x,activities_x,nursery,higher_x,internet,romantic_x,famrel_x,freetime_x,goout_x,Dalc_x,Walc_x,health_x,absences_x,G1_x,G2_x,G3_x,guardian_y,traveltime_y,studytime_y,failures_y,schoolsup_y,famsup_y,paid_y,activities_y,higher_y,romantic_y,famrel_y,freetime_y,goout_y,Dalc_y,Walc_y,health_y,absences_y,G1_y,G2_y,G3_y
76,76,0,0,15,0,0,1,4,0,3,5,0,0,2,4,0,0,0,0,1,1,1,1,0,3,4,3,1,1,1,8,11,11,0,0,2,4,0,0,0,0,1,1,0,3,4,3,1,1,1,0,12,11,0
77,77,0,1,16,0,0,1,2,2,5,5,2,0,1,4,0,0,0,1,0,1,1,1,1,5,2,3,1,3,3,0,11,11,0,0,1,4,0,0,0,0,0,1,1,5,2,3,1,3,3,1,13,13,0
78,78,0,0,17,0,0,1,2,1,5,5,3,0,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2,8,8,0,0,2,1,3,1,1,0,1,0,0,4,5,1,1,1,3,0,9,9,0
79,79,0,0,17,0,0,1,2,1,5,5,3,0,2,1,3,1,1,0,1,1,0,1,0,4,5,1,1,1,3,2,8,8,0,0,1,1,0,0,1,0,0,1,0,5,4,5,1,2,5,22,9,7,0
80,80,0,0,17,0,0,1,2,1,5,5,3,0,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5,0,0,0,2,1,3,1,1,0,1,0,0,4,5,1,1,1,3,0,9,9,0
81,81,0,0,17,0,0,1,2,1,5,5,3,0,1,1,3,0,1,0,0,1,1,1,0,5,4,5,1,2,5,0,5,0,0,0,1,1,0,0,1,0,0,1,0,5,4,5,1,2,5,22,9,7,0
82,82,0,1,16,0,0,1,3,4,0,5,0,0,1,2,0,0,1,0,0,1,1,1,0,2,4,3,1,2,3,12,5,5,0,0,1,2,0,0,1,0,0,1,0,2,4,3,1,2,3,14,12,11,0
83,83,0,0,15,0,0,1,2,3,5,4,0,1,1,1,0,1,1,1,1,0,1,1,1,3,2,2,1,3,3,2,10,12,0,1,1,1,0,1,1,0,1,1,1,3,2,2,1,3,3,0,11,11,0
84,84,0,0,15,0,0,1,2,3,5,5,3,0,1,3,0,1,0,1,0,0,1,1,0,5,3,2,1,2,5,4,11,10,0,0,1,3,0,1,0,0,0,1,0,5,3,2,1,2,5,2,10,9,0
85,85,0,1,15,0,1,1,3,2,4,5,2,0,1,2,0,0,1,1,0,1,1,1,0,4,4,4,1,1,5,10,7,6,0,0,1,2,0,0,1,0,0,1,0,4,4,4,1,1,5,4,12,11,0
86,86,0,0,15,0,1,1,2,2,4,4,3,0,2,2,0,0,0,1,1,1,1,1,0,5,3,3,1,3,4,4,15,15,1,0,2,2,0,0,0,1,1,1,0,5,3,3,1,3,4,2,13,12,0
87,87,0,1,15,0,0,1,1,1,5,5,3,1,1,2,0,0,1,0,1,0,1,1,0,4,3,2,2,3,4,2,9,10,0,1,1,2,0,0,1,0,1,1,0,4,3,2,2,3,4,2,13,12,0
88,88,0,1,15,0,0,1,4,4,4,4,2,1,2,2,2,0,0,1,0,1,1,1,1,4,4,4,2,3,5,6,7,9,0,1,2,2,0,0,0,0,0,1,1,4,4,4,2,3,5,4,12,11,0
89,89,0,1,16,0,1,1,2,2,0,5,0,0,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,2,4,8,7,0,0,1,2,0,0,1,0,0,1,0,4,3,4,1,2,2,6,13,11,0
90,90,0,1,15,0,0,1,4,2,5,5,2,0,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,1,0,1,3,0,0,1,0,1,1,0,5,3,3,1,3,1,4,15,15,1
90,90,0,1,15,0,0,1,4,2,5,5,2,0,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,1,4,13,14,1,0,1,3,0,0,1,0,1,1,0,5,3,3,1,3,1,4,15,15,1
91,91,0,0,16,0,0,1,2,2,4,5,2,1,2,2,1,0,0,1,1,0,1,1,0,4,4,2,1,1,3,12,11,10,0,1,2,2,0,0,0,0,1,1,0,4,4,2,1,1,3,6,12,10,0
92,92,0,0,16,0,1,0,4,4,3,1,2,0,1,2,0,0,1,0,0,1,1,0,0,4,1,3,3,5,5,18,8,6,0,0,1,2,0,0,1,0,0,1,0,4,1,3,3,5,5,6,9,9,0
93,93,0,1,16,0,0,1,3,3,5,5,3,0,1,3,0,0,1,1,0,1,1,1,1,4,3,3,1,3,4,0,7,7,0,0,1,3,0,0,1,0,0,1,1,4,3,3,1,3,4,2,9,11,0
94,94,0,1,15,0,0,1,4,3,4,5,2,0,1,1,0,0,0,1,1,1,1,1,0,4,5,5,1,3,1,4,16,17,1,0,1,1,0,0,0,0,1,1,0,4,5,5,1,3,1,6,14,13,0
95,95,0,1,16,0,1,1,3,1,5,5,3,1,1,2,0,1,1,0,0,1,1,0,0,3,3,3,2,3,2,4,7,6,0,1,1,2,0,1,1,0,0,1,0,3,3,3,2,3,2,0,12,13,0
96,96,0,1,16,0,0,1,4,2,3,4,3,0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,11,10,0,0,2,2,0,0,1,0,1,1,0,5,3,3,1,1,1,2,13,14,1
96,96,0,1,16,0,0,1,4,2,3,4,3,0,2,2,0,0,1,1,1,1,1,1,0,5,3,3,1,1,1,0,11,10,0,0,2,2,0,0,1,0,1,1,0,5,3,3,1,1,1,2,13,14,1
97,97,0,0,15,0,1,1,2,2,4,1,2,0,1,4,0,0,1,0,1,1,1,1,0,4,3,4,1,1,4,6,11,13,1,0,1,4,0,0,1,0,1,1,0,4,3,4,1,1,4,2,11,12,0
98,98,0,1,15,1,0,1,1,1,0,5,3,0,2,4,1,1,1,1,1,1,1,1,0,3,1,2,1,1,1,2,7,10,0,0,2,4,0,1,1,1,1,1,0,3,1,2,1,1,1,4,13,13,0
99,99,0,0,16,1,0,1,4,3,4,5,2,0,2,1,0,1,1,0,1,0,1,1,0,3,3,3,1,1,4,2,11,15,1,0,2,1,0,1,1,1,1,1,0,3,3,3,1,1,4,6,9,11,0
100,100,0,1,16,0,0,1,2,1,5,5,0,0,1,2,0,0,1,1,0,1,1,0,1,4,3,5,1,1,5,2,8,9,0,0,1,2,0,0,1,0,0,1,1,4,3,5,1,1,5,0,13,12,0
101,101,0,1,16,0,0,1,4,4,5,5,2,0,1,1,0,0,0,0,1,0,1,1,0,5,3,4,1,2,1,6,11,14,1,0,1,1,0,0,0,0,1,1,0,5,3,4,1,2,1,4,12,13,0
102,102,0,1,16,0,0,1,4,3,5,0,0,0,1,3,0,1,1,1,0,1,1,1,0,5,3,5,1,1,3,0,7,9,0,0,1,3,0,1,1,0,0,1,0,5,3,5,1,1,3,2,12,13,0
103,103,0,0,16,0,0,1,4,4,4,4,1,0,1,1,0,1,1,1,1,1,1,1,0,4,5,5,5,5,4,14,7,7,0,0,1,1,0,1,1,0,1,1,0,4,5,5,5,5,4,12,9,9,0
104,104,0,0,16,0,0,1,4,4,4,3,1,1,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,17,1,1,1,3,0,0,1,0,1,1,1,4,4,3,1,1,4,0,16,16,1
104,104,0,0,16,0,0,1,4,4,4,3,1,1,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,1,4,0,16,17,1,1,1,3,0,0,1,0,1,1,1,4,4,3,1,1,4,0,16,16,1
105,105,0,0,15,0,0,1,4,4,4,5,0,0,1,1,0,0,1,0,1,0,1,1,0,5,3,3,1,1,5,4,10,13,1,0,1,1,0,0,1,1,1,1,0,5,3,3,1,1,5,2,12,13,0
106,106,0,1,15,0,0,1,3,2,4,5,3,0,2,2,0,1,1,1,0,1,1,1,0,4,3,5,1,1,2,26,7,6,0,0,2,2,0,1,1,0,0,1,0,4,3,5,1,1,2,16,11,10,0
107,107,0,0,15,0,0,0,3,4,4,5,0,0,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0,16,18,1,0,1,2,0,0,1,0,1,1,0,5,4,4,1,1,1,0,16,16,1
107,107,0,0,15,0,0,0,3,4,4,5,0,0,1,2,0,0,1,1,1,1,1,1,0,5,4,4,1,1,1,0,16,18,1,0,1,2,0,0,1,0,1,1,0,5,4,4,1,1,1,0,16,16,1
108,108,0,1,15,0,0,0,3,3,5,1,2,1,1,4,0,1,0,0,0,1,1,0,0,4,3,3,1,1,4,10,10,11,0,1,1,4,0,1,0,0,0,1,0,4,3,3,1,1,4,10,10,10,0
109,109,0,1,15,0,0,1,2,2,5,5,0,0,1,4,0,1,1,1,0,1,1,1,0,5,1,2,1,1,3,8,7,8,0,0,1,4,0,1,1,0,0,1,0,5,1,2,1,1,3,4,10,10,0
110,110,0,0,16,0,0,1,3,3,4,5,3,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,1,1,1,3,0,0,1,0,1,1,0,5,3,3,1,1,5,4,13,14,1
110,110,0,0,16,0,0,1,3,3,4,5,3,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,1,1,1,3,0,0,1,0,1,1,0,5,3,3,1,1,5,4,13,14,1
111,111,0,0,16,0,0,1,3,3,4,5,3,1,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,1,5,2,16,18,1,0,1,2,0,0,0,0,1,1,1,4,2,3,1,2,3,0,11,12,0
112,112,0,0,16,0,0,1,3,3,4,5,3,0,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,0,1,1,3,0,0,1,0,1,1,0,5,3,3,1,1,5,4,13,14,1
112,112,0,0,16,0,0,1,3,3,4,5,3,0,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,0,1,1,3,0,0,1,0,1,1,0,5,3,3,1,1,5,4,13,14,1
113,113,0,0,16,0,0,1,3,3,4,5,3,0,1,2,0,0,0,1,1,1,1,1,1,4,2,3,1,2,3,2,12,13,0,0,1,2,0,0,0,0,1,1,1,4,2,3,1,2,3,0,11,12,0
114,114,0,0,15,1,0,1,4,4,5,5,3,1,4,4,0,0,1,1,1,1,1,1,1,1,3,5,3,5,1,6,10,13,0,1,4,4,0,0,1,0,1,1,1,1,3,5,3,5,1,8,12,10,0
115,115,0,1,16,0,1,1,4,4,1,1,1,0,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,1,0,1,3,0,0,1,0,1,1,1,5,4,5,1,1,4,2,15,15,1
115,115,0,1,16,0,1,1,4,4,1,1,1,0,1,3,0,0,1,1,1,1,1,1,1,5,4,5,1,1,4,4,14,15,1,0,1,3,0,0,1,0,1,1,1,5,4,5,1,1,4,2,15,15,1
116,116,0,0,15,0,1,0,4,4,3,3,0,0,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6,18,19,1,0,1,1,0,0,0,0,1,1,0,5,5,3,1,1,4,4,13,14,1
116,116,0,0,15,0,1,0,4,4,3,3,0,0,1,1,0,0,0,0,1,1,1,1,0,5,5,3,1,1,4,6,18,19,1,0,1,1,0,0,0,0,1,1,0,5,5,3,1,1,4,4,13,14,1
117,117,0,1,16,1,0,1,3,3,4,5,2,1,1,3,1,1,1,0,1,1,1,1,0,4,1,2,1,1,2,0,7,10,0,1,1,3,0,1,1,0,1,1,0,4,1,2,1,1,2,4,11,11,0
118,118,0,1,16,0,0,1,2,2,0,5,3,0,1,2,1,1,0,0,1,1,1,1,0,3,1,2,1,1,5,6,10,13,0,0,1,2,1,1,0,0,1,1,0,3,1,2,1,1,5,12,8,10,0
119,119,0,0,15,0,1,1,4,2,3,5,0,0,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,19,1,0,1,1,0,0,0,0,0,1,0,3,5,2,1,1,3,10,18,17,1
119,119,0,0,15,0,1,1,4,2,3,5,0,0,1,1,0,0,0,0,0,1,1,1,0,3,5,2,1,1,3,10,18,19,1,0,1,1,0,0,0,0,0,1,0,3,5,2,1,1,3,10,18,17,1
120,120,0,0,15,1,0,1,2,1,1,4,2,0,1,2,0,0,0,0,1,1,1,1,1,5,4,2,1,1,5,8,9,9,0,0,1,2,0,0,0,0,1,1,1,5,4,2,1,1,5,4,10,9,0
121,121,0,0,16,0,0,1,4,4,3,3,0,1,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,1,1,1,2,0,0,1,0,1,1,0,5,4,4,1,2,5,6,16,14,1
121,121,0,0,16,0,0,1,4,4,3,3,0,1,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,1,1,1,2,0,0,1,0,1,1,0,5,4,4,1,2,5,6,16,14,1
122,122,0,0,16,0,0,1,4,4,3,3,0,1,1,2,0,0,1,0,1,1,1,1,0,5,4,4,1,2,5,2,15,15,1,0,1,1,0,0,1,0,0,0,1,3,3,2,2,1,5,16,9,9,0
123,123,0,0,16,0,0,1,4,4,3,3,0,0,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,1,1,2,0,0,1,0,1,1,0,5,4,4,1,2,5,6,16,14,1
123,123,0,0,16,0,0,1,4,4,3,3,0,0,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,1,1,2,0,0,1,0,1,1,0,5,4,4,1,2,5,6,16,14,1
124,124,0,0,16,0,0,1,4,4,3,3,0,0,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,0,7,6,0,0,1,1,0,0,1,0,0,0,1,3,3,2,2,1,5,16,9,9,0
125,125,0,0,15,0,0,1,4,4,5,3,2,1,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11,13,1,1,2,2,0,0,1,0,1,1,0,4,4,3,1,1,2,4,16,15,1
125,125,0,0,15,0,0,1,4,4,5,3,2,1,2,2,0,0,1,0,1,1,1,0,0,4,4,3,1,1,2,2,11,13,1,1,2,2,0,0,1,0,1,1,0,4,4,3,1,1,2,4,16,15,1
126,126,0,0,16,0,0,1,3,3,5,4,3,1,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13,14,0,1,2,1,0,0,0,0,1,1,0,5,4,2,1,1,5,6,14,14,1
126,126,0,0,16,0,0,1,3,3,5,4,3,1,2,1,0,0,0,0,1,1,1,1,0,5,4,2,1,1,5,0,13,14,0,1,2,1,0,0,0,0,1,1,0,5,4,2,1,1,5,6,14,14,1
127,127,0,0,17,1,0,1,1,3,5,5,0,1,3,2,1,0,1,0,1,1,1,1,0,5,2,4,1,4,5,20,9,7,0,1,3,2,1,0,1,0,1,1,0,5,2,4,1,4,5,14,12,11,0
128,128,0,0,15,0,0,1,3,4,5,5,2,1,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14,13,0,1,1,1,0,0,0,0,0,1,0,3,4,3,1,2,4,2,14,13,1
128,128,0,0,15,0,0,1,3,4,5,5,2,1,1,1,0,0,0,0,0,1,1,1,0,3,4,3,1,2,4,6,14,13,0,1,1,1,0,0,0,0,0,1,0,3,4,3,1,2,4,2,14,13,1
129,129,0,1,15,0,0,1,1,2,0,4,0,0,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,1,0,1,2,0,0,0,0,0,1,0,3,2,3,1,2,1,0,14,14,1
129,129,0,1,15,0,0,1,1,2,0,4,0,0,1,2,0,0,0,0,0,0,1,1,0,3,2,3,1,2,1,2,16,15,1,0,1,2,0,0,0,0,0,1,0,3,2,3,1,2,1,0,14,14,1
130,130,0,0,15,0,0,1,2,2,4,4,3,1,1,4,0,0,1,1,1,1,1,1,0,5,5,4,1,2,5,6,16,14,1,1,1,4,0,0,1,0,1,1,0,5,5,4,1,2,5,6,14,13,0
131,131,0,1,16,0,1,1,2,4,5,1,0,1,2,2,0,0,1,1,1,1,1,1,1,4,2,2,1,2,5,2,13,13,0,1,2,2,0,0,1,0,1,1,1,4,2,2,1,2,5,2,14,12,0
132,132,0,0,16,0,0,1,4,4,1,5,0,0,1,1,0,0,1,0,1,1,1,1,0,3,4,4,1,4,5,18,14,11,0,0,1,1,0,0,1,0,1,1,0,3,4,4,1,4,5,4,12,13,0
133,133,0,1,16,0,0,1,2,2,5,5,3,0,1,2,0,0,0,1,0,1,1,1,1,5,4,4,1,1,5,0,8,7,0,0,1,2,0,0,0,0,0,1,1,5,4,4,1,1,5,0,12,11,0
134,134,0,0,15,0,0,1,3,4,4,4,3,1,1,1,0,1,0,0,0,1,1,1,0,5,5,5,3,2,5,0,13,13,0,1,1,1,0,1,0,0,0,1,0,5,5,5,3,2,5,2,9,9,0
135,135,0,1,15,0,1,0,3,4,5,5,3,0,1,2,0,1,0,0,1,1,1,1,1,5,3,2,1,1,1,0,7,10,0,0,1,2,0,1,0,0,1,1,1,5,3,2,1,1,1,0,10,11,0
136,136,0,1,19,0,0,1,0,1,0,5,0,2,1,2,3,0,1,0,0,0,0,0,0,3,4,2,1,1,5,2,7,8,0,2,1,2,2,0,1,0,0,0,0,3,4,2,1,1,5,0,9,10,0
137,137,0,0,16,1,0,1,4,4,3,3,0,0,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,1,0,1,1,0,0,0,0,1,1,0,3,5,5,2,5,4,8,14,14,1
137,137,0,0,16,1,0,1,4,4,3,3,0,0,1,1,0,0,0,1,1,1,1,1,0,3,5,5,2,5,4,8,18,18,1,0,1,1,0,0,0,0,1,1,0,3,5,5,2,5,4,8,14,14,1
138,138,0,1,15,1,0,1,3,4,4,3,0,1,2,3,2,0,1,0,0,1,1,1,1,4,2,2,2,2,5,0,12,0,0,1,2,3,0,0,1,0,0,1,1,4,2,2,2,2,5,0,10,11,0
139,139,0,1,15,0,0,1,1,1,0,5,0,0,3,1,0,0,1,0,1,0,1,1,1,4,3,3,1,2,4,0,8,0,0,0,3,1,0,0,1,0,1,1,1,4,3,3,1,2,4,6,11,12,0
140,140,0,1,17,0,1,1,2,2,5,5,0,1,1,1,0,0,1,0,0,1,1,1,1,3,4,4,1,3,5,12,10,13,0,1,1,1,0,0,1,0,0,1,1,3,4,4,1,3,5,2,13,12,0
141,141,0,1,16,0,0,0,3,4,4,5,0,1,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,0,1,1,1,0,0,0,0,0,1,0,3,2,1,1,4,5,12,15,13,1
141,141,0,1,16,0,0,0,3,4,4,5,0,1,1,1,0,0,0,0,0,1,1,1,0,3,2,1,1,4,5,16,12,11,0,1,1,1,0,0,0,0,0,1,0,3,2,1,1,4,5,12,15,13,1
142,142,0,0,15,1,0,1,3,4,0,3,0,0,4,2,0,0,1,0,0,1,1,0,1,5,3,3,1,1,5,0,9,0,0,0,4,2,0,0,1,0,0,1,1,5,3,3,1,1,5,2,12,11,0
143,143,0,1,15,0,0,1,4,4,4,0,0,0,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,0,1,3,0,0,1,0,1,1,1,4,3,3,1,1,5,4,13,14,1
143,143,0,1,15,0,0,1,4,4,4,0,0,0,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,5,0,11,0,0,0,1,3,0,0,1,0,1,1,1,4,3,3,1,1,5,4,13,14,1
144,144,0,0,17,1,0,1,3,4,0,5,0,0,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,0,10,0,0,0,3,2,0,0,0,0,0,1,0,5,4,5,2,4,5,2,10,9,0
145,145,0,1,16,0,0,0,3,3,5,5,0,2,2,1,2,0,1,0,1,0,1,1,1,4,3,2,1,1,5,0,4,0,0,2,2,1,0,0,1,0,1,1,1,4,3,2,1,1,5,4,9,9,0
146,146,0,0,16,0,1,1,1,1,4,5,0,0,1,2,1,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,14,12,0,0,1,2,2,0,0,0,0,1,1,4,4,4,1,3,5,0,10,10,0
147,147,0,1,15,0,0,1,4,4,3,3,0,0,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,1,0,2,1,0,0,0,0,1,1,0,4,3,2,1,1,5,6,13,14,1
147,147,0,1,15,0,0,1,4,4,3,3,0,0,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,0,16,16,1,0,2,1,0,0,0,0,1,1,0,4,3,2,1,1,5,6,13,14,1
148,148,0,0,15,0,0,1,4,3,3,4,0,1,2,4,0,1,1,0,0,1,1,1,0,2,2,2,1,1,3,0,7,9,0,1,2,4,0,1,1,0,0,1,0,2,2,2,1,1,3,6,9,11,0
149,149,0,0,16,0,1,1,2,2,4,4,2,1,2,1,2,0,1,0,1,1,1,1,0,2,3,3,2,2,2,8,9,9,0,1,2,1,0,0,1,0,1,1,0,2,3,3,2,2,2,4,12,11,0
150,150,0,1,15,0,0,1,4,4,3,4,0,0,1,3,0,0,1,1,1,1,1,1,0,4,2,2,1,1,5,2,9,11,0,0,1,3,0,0,1,0,1,1,0,4,2,2,1,1,5,2,13,13,0
151,151,0,1,16,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,2,14,14,0,0,1,1,0,0,0,0,0,1,0,3,4,4,3,3,1,4,10,11,0
152,152,0,1,15,0,0,1,1,1,5,4,0,1,1,2,0,0,1,1,0,1,1,1,0,4,4,2,1,2,5,0,8,11,0,1,1,2,0,0,1,0,0,1,0,4,4,2,1,2,5,0,12,12,0
153,153,0,1,15,0,0,1,3,2,1,4,3,1,1,2,3,0,1,0,0,1,1,1,0,3,3,2,1,1,3,0,6,7,0,1,1,2,1,0,1,0,0,1,0,3,3,2,1,1,3,2,11,11,0
154,154,0,1,15,0,0,1,1,2,0,5,0,0,1,2,0,0,1,1,0,0,1,1,0,4,3,2,1,1,5,2,10,11,0,0,1,2,0,0,1,0,0,1,0,4,3,2,1,1,5,6,13,12,0
155,155,0,0,15,0,1,0,2,1,4,5,0,0,4,1,3,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,8,9,0,0,4,1,0,0,0,0,0,1,0,4,5,5,2,5,5,0,12,11,0
156,156,0,0,18,0,1,1,1,1,5,5,0,0,1,1,3,0,0,0,0,1,0,1,1,2,3,5,2,5,4,0,6,5,0,0,1,1,2,0,0,0,0,0,1,2,3,5,2,5,4,0,11,9,0
157,157,0,0,16,0,1,1,2,1,0,5,0,0,1,1,1,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,12,13,1,0,1,1,1,0,0,0,1,1,1,4,4,4,3,5,5,6,9,10,0
158,158,0,1,15,1,0,1,3,3,4,4,2,2,2,3,2,0,1,1,1,1,1,1,1,4,2,1,2,3,3,8,10,10,0,2,2,3,0,0,1,1,1,1,1,4,2,1,2,3,3,2,13,13,0
159,159,0,0,19,0,0,1,3,2,4,0,3,0,1,1,3,0,1,0,0,1,0,1,1,4,5,4,1,1,4,0,5,0,0,0,1,1,0,0,1,0,0,0,1,4,5,4,1,1,4,6,11,9,0
